X,Y,SHORTESTDIST,CONCRETE,HBLOCK,BRICK,WOOD,GLASS,RCCROOF,OUTPUT
505,355,20,0,0,0,0,0,0,1
505,360,16,0,0,0,0,0,0,1
505,365,14,0,0,0,0,0,0,0
505,370,13,0,0,0,0,0,0,0
505,375,14,0,0,0,0,0,0,0
505,380,16,0,0,0,0,0,0,1
505,385,20,0,0,0,0,0,0,1
505,390,24,0,0,0,0,0,0,1
505,395,28,0,0,0,0,0,0,1
505,400,33,0,0,0,0,0,0,1
505,405,37,0,0,0,0,0,0,1
505,410,42,0,0,0,0,0,0,1
505,415,47,0,0,0,0,0,0,2
505,420,52,0,0,0,0,0,0,2
510,300,70,0,0,0,0,0,0,2
510,305,65,0,0,0,0,0,0,2
510,310,61,0,0,0,0,0,0,2
510,315,56,0,0,0,0,0,0,2
510,320,51,0,0,0,0,0,0,2
510,325,46,0,0,0,0,0,0,2
510,330,41,0,0,0,0,0,0,1
510,335,36,0,0,0,0,0,0,1
510,340,31,0,0,0,0,0,0,1
510,345,26,0,0,0,0,0,0,1
510,350,22,0,0,0,0,0,0,1
510,355,17,0,0,0,0,0,0,1
510,360,13,0,0,0,0,0,0,0
510,365,9,0,0,0,0,0,0,0
510,370,8,0,0,0,0,0,0,0
510,375,9,0,0,0,0,0,0,0
510,380,13,0,0,0,0,0,0,0
510,385,17,0,0,0,0,0,0,1
510,390,22,0,0,0,0,0,0,1
510,395,26,0,0,0,0,0,0,1
510,400,31,0,0,0,0,0,0,1
510,405,36,0,0,0,0,0,0,1
510,410,41,0,0,0,0,0,0,1
510,415,46,0,0,0,0,0,0,2
510,420,51,0,0,0,0,0,0,2
515,300,70,0,0,0,0,0,0,2
515,305,65,0,0,0,0,0,0,2
515,310,60,0,0,0,0,0,0,2
515,315,55,0,0,0,0,0,0,2
515,320,50,0,0,0,0,0,0,2
515,325,45,0,0,0,0,0,0,2
515,330,40,0,0,0,0,0,0,1
515,335,35,0,0,0,0,0,0,1
515,340,30,0,0,0,0,0,0,1
515,345,25,0,0,0,0,0,0,1
515,350,20,0,0,0,0,0,0,1
515,355,15,0,0,0,0,0,0,1
515,360,10,0,0,0,0,0,0,0
515,365,6,0,0,0,0,0,0,0
515,370,3,0,0,0,0,0,0,0
515,375,6,0,0,0,0,0,0,0
515,380,10,0,0,0,0,0,0,0
515,385,15,0,0,0,0,0,0,1
515,390,20,0,0,0,0,0,0,1
515,395,25,0,0,0,0,0,0,1
515,400,30,0,0,0,0,0,0,1
515,405,35,0,0,0,0,0,0,1
515,410,40,0,0,0,0,0,0,1
515,415,45,0,0,0,0,0,0,2
515,420,50,0,0,0,0,0,0,2
520,300,70,0,0,0,0,0,0,2
520,305,65,0,0,0,0,0,0,2
520,310,60,0,0,0,0,0,0,2
520,315,55,0,0,0,0,0,0,2
520,320,50,0,0,0,0,0,0,2
520,325,45,0,0,0,0,0,0,2
520,330,40,0,0,0,0,0,0,1
520,335,35,0,0,0,0,0,0,1
520,340,30,0,0,0,0,0,0,1
520,345,25,0,0,0,0,0,0,1
520,350,20,0,0,0,0,0,0,1
520,355,15,0,0,0,0,0,0,1
520,360,10,0,0,0,0,0,0,0
520,365,5,0,0,0,0,0,0,0
520,370,2,0,0,0,0,0,0,0
520,375,5,0,0,0,0,0,0,0
520,380,10,0,0,0,0,0,0,0
520,385,15,0,0,0,0,0,0,1
520,390,20,0,0,0,0,0,0,1
520,395,25,0,0,0,0,0,0,1
520,400,30,0,0,0,0,0,0,1
520,405,35,0,0,0,0,0,0,1
520,410,40,0,0,0,0,0,0,1
520,415,45,0,0,0,0,0,0,2
520,420,50,0,0,0,0,0,0,2
525,300,70,0,0,0,0,0,0,2
525,305,65,0,0,0,0,0,0,2
525,310,60,0,0,0,0,0,0,2
525,315,55,0,0,0,0,0,0,2
525,320,50,0,0,0,0,0,0,2
525,325,46,0,0,0,0,0,0,2
525,330,41,0,0,0,0,0,0,1
525,335,36,0,0,0,0,0,0,1
525,340,31,0,0,0,0,0,0,1
525,345,26,0,0,0,0,0,0,1
525,350,21,0,0,0,0,0,0,1
525,355,17,0,0,0,0,0,0,1
525,360,12,0,0,0,0,0,0,0
525,365,9,0,0,0,0,0,0,0
525,370,7,0,0,0,0,0,0,0
525,375,9,0,0,0,0,0,0,0
525,380,12,0,0,0,0,0,0,0
525,385,17,0,0,0,0,0,0,1
525,390,21,0,0,0,0,0,0,1
525,395,26,0,0,0,0,0,0,1
525,400,31,0,0,0,0,0,0,1
525,405,36,0,0,0,0,0,0,1
525,410,41,0,0,0,0,0,0,1
525,415,46,0,0,0,0,0,0,2
525,420,50,0,0,0,0,0,0,2
530,300,71,0,0,0,0,0,0,2
530,305,66,0,0,0,0,0,0,2
530,310,61,0,0,0,0,0,0,2
530,315,56,0,0,0,0,0,0,2
530,320,51,0,0,0,0,0,0,2
530,325,47,0,0,0,0,0,0,2
530,330,42,0,0,0,0,0,0,1
530,335,37,0,0,0,0,0,0,1
530,340,32,0,0,0,0,0,0,1
530,345,28,0,0,0,0,0,0,1
530,350,23,0,0,0,0,0,0,1
530,355,19,0,0,0,0,0,0,1
530,360,16,0,0,0,0,0,0,1
530,365,13,0,0,0,0,0,0,0
530,370,12,0,0,0,0,0,0,0
530,375,13,0,0,0,0,0,0,0
530,380,16,0,0,0,0,0,0,1
530,385,19,0,0,0,0,0,0,1
530,390,23,0,0,0,0,0,0,1
530,395,28,0,0,0,0,0,0,1
530,400,32,0,0,0,0,0,0,1
530,405,37,0,0,0,0,0,0,1
530,410,42,0,0,0,0,0,0,1
530,415,47,0,0,0,0,0,0,2
530,420,51,0,0,0,0,0,0,2
535,300,72,0,0,0,0,0,0,3
535,305,67,0,0,0,0,0,0,2
535,310,62,0,0,0,0,0,0,2
535,315,58,0,0,0,0,0,0,2
535,320,53,0,0,0,0,0,0,2
535,325,48,0,0,0,0,0,0,2
535,330,43,0,0,0,0,0,0,2
535,335,39,0,0,0,0,0,0,1
535,340,34,0,0,0,0,0,0,1
535,345,30,0,0,0,0,0,0,1
535,350,26,0,0,0,0,0,0,1
535,355,23,0,0,0,0,0,0,1
535,360,20,0,0,0,0,0,0,1
535,365,18,0,0,0,0,0,0,1
535,370,17,0,0,0,0,0,0,1
535,375,18,0,0,0,0,0,0,1
535,380,20,0,0,0,0,0,0,1
535,385,23,0,0,0,0,0,0,1
535,390,26,0,0,0,0,0,0,1
535,395,30,0,0,0,0,0,0,1
535,400,34,0,0,0,0,0,0,1
535,405,39,0,0,0,0,0,0,1
535,410,43,0,0,0,0,0,0,2
535,415,48,0,0,0,0,0,0,2
535,420,53,0,0,0,0,0,0,2
540,300,73,0,0,0,0,0,0,3
540,305,69,0,0,0,0,0,0,2
540,310,64,0,0,0,0,0,0,2
540,315,59,0,0,0,0,0,0,2
540,320,55,0,0,0,0,0,0,2
540,325,50,0,0,0,0,0,0,2
540,330,46,0,0,0,0,0,0,2
540,335,41,0,0,0,0,0,0,1
540,340,37,0,0,0,0,0,0,1
540,345,33,0,0,0,0,0,0,1
540,350,30,0,0,0,0,0,0,1
540,355,27,0,0,0,0,0,0,1
540,360,24,0,0,0,0,0,0,1
540,365,23,0,0,0,0,0,0,1
540,370,22,0,0,0,0,0,0,1
540,375,23,0,0,0,0,0,0,1
540,380,24,0,0,0,0,0,0,1
540,385,27,0,0,0,0,0,0,1
540,390,30,0,0,0,0,0,0,1
540,395,33,0,0,0,0,0,0,1
540,400,37,0,0,0,0,0,0,1
540,405,41,0,0,0,0,0,0,1
540,410,46,0,0,0,0,0,0,2
540,415,50,0,0,0,0,0,0,2
540,420,55,0,0,0,0,0,0,2
545,300,75,0,0,0,0,0,0,3
545,305,70,0,0,0,0,0,0,2
545,310,66,0,0,0,0,0,0,2
545,315,61,0,0,0,0,0,0,2
545,320,57,0,0,0,0,0,0,2
545,325,52,0,0,0,0,0,0,2
545,330,48,0,0,0,0,0,0,2
545,335,44,0,0,0,0,0,0,2
545,340,40,0,0,0,0,0,0,1
545,345,37,0,0,0,0,0,0,1
545,350,34,0,0,0,0,0,0,1
545,355,31,0,0,0,0,0,0,1
545,360,29,0,0,0,0,0,0,1
545,365,27,0,0,0,0,0,0,1
545,370,27,0,0,0,0,0,0,1
545,375,27,0,0,0,0,0,0,1
545,380,29,0,0,0,0,0,0,1
545,385,31,0,0,0,0,0,0,1
545,390,34,0,0,0,0,0,0,1
545,395,37,0,0,0,0,0,0,1
545,400,40,0,0,0,0,0,0,1
545,405,44,0,0,0,0,0,0,2
545,410,48,0,0,0,0,0,0,2
545,415,52,0,0,0,0,0,0,2
545,420,57,0,0,0,0,0,0,2
550,300,77,0,0,0,0,0,0,3
550,305,72,0,0,0,0,0,0,3
550,310,68,0,0,0,0,0,0,2
550,315,64,0,0,0,0,0,0,2
550,320,59,0,0,0,0,0,0,2
550,325,55,0,0,0,0,0,0,2
550,330,51,0,0,0,0,0,0,2
550,335,47,0,0,0,0,0,0,2
550,340,44,0,0,0,0,0,0,2
550,345,41,0,0,0,0,0,0,1
550,350,38,0,0,0,0,0,0,1
550,355,35,0,0,0,0,0,0,1
550,360,34,0,0,0,0,0,0,1
550,365,32,0,0,0,0,0,0,1
550,370,32,0,0,0,0,0,0,1
550,375,32,0,0,0,0,0,0,1
550,380,34,0,0,0,0,0,0,1
550,385,35,0,0,0,0,0,0,1
550,390,38,0,0,0,0,0,0,1
550,395,41,0,0,0,0,0,0,1
550,400,44,0,0,0,0,0,0,2
550,405,47,0,0,0,0,0,0,2
550,410,51,0,0,0,0,0,0,2
550,415,55,0,0,0,0,0,0,2
550,420,59,0,0,0,0,0,0,2
555,300,79,0,0,0,0,0,0,3
555,305,75,0,0,0,0,0,0,3
555,310,70,0,0,0,0,0,0,2
555,315,66,0,0,0,0,0,0,2
555,320,62,0,0,0,0,0,0,2
555,325,58,0,0,0,0,0,0,2
555,330,54,0,0,0,0,0,0,2
555,335,51,0,0,0,0,0,0,2
555,340,48,0,0,0,0,0,0,2
555,345,45,0,0,0,0,0,0,2
555,350,42,0,0,0,0,0,0,1
555,355,40,0,0,0,0,0,0,1
555,360,38,0,0,0,0,0,0,1
555,365,37,0,0,0,0,0,0,1
555,370,37,0,0,0,0,0,0,1
555,375,37,0,0,0,0,0,0,1
555,380,38,0,0,0,0,0,0,1
555,385,40,0,0,0,0,0,0,1
555,390,42,0,0,0,0,0,0,1
555,395,45,0,0,0,0,0,0,2
555,400,48,0,0,0,0,0,0,2
555,405,51,0,0,0,0,0,0,2
555,410,54,0,0,0,0,0,0,2
555,415,58,0,0,0,0,0,0,2
555,420,62,0,0,0,0,0,0,2
560,300,82,0,0,0,0,0,0,3
560,305,77,0,0,0,0,0,0,3
560,310,73,0,0,0,0,0,0,3
560,315,69,0,0,0,0,0,0,2
560,320,65,0,0,0,0,0,0,2
560,325,62,0,0,0,0,0,0,2
560,330,58,0,0,0,0,0,0,2
560,335,55,0,0,0,0,0,0,2
560,340,52,0,0,0,0,0,0,2
560,345,49,0,0,0,0,0,0,2
560,350,47,0,0,0,0,0,0,2
560,355,45,0,0,0,0,0,0,2
560,360,43,0,0,0,0,0,0,2
560,365,42,0,0,0,0,0,0,1
560,370,42,0,0,0,0,0,0,1
560,375,42,0,0,0,0,0,0,1
560,380,43,0,0,0,0,0,0,2
560,385,45,0,0,0,0,0,0,2
560,390,47,0,0,0,0,0,0,2
560,395,49,0,0,0,0,0,0,2
560,400,52,0,0,0,0,0,0,2
560,405,55,0,0,0,0,0,0,2
560,410,58,0,0,0,0,0,0,2
560,415,62,0,0,0,0,0,0,2
560,420,65,0,0,0,0,0,0,2
565,300,84,0,0,0,0,0,0,3
565,305,80,0,0,0,0,0,0,3
565,310,76,0,0,0,0,0,0,3
565,315,72,0,0,0,0,0,0,3
565,320,69,0,0,0,0,0,0,2
565,325,65,0,0,0,0,0,0,2
565,330,62,0,0,0,0,0,0,2
565,335,59,0,0,0,0,0,0,2
565,340,56,0,0,0,0,0,0,2
565,345,53,0,0,0,0,0,0,2
565,350,51,0,0,0,0,0,0,2
565,355,49,0,0,0,0,0,0,2
565,360,48,0,0,0,0,0,0,2
565,365,47,0,0,0,0,0,0,2
565,370,47,0,0,0,0,0,0,2
565,375,47,0,0,0,0,0,0,2
565,380,48,0,0,0,0,0,0,2
565,385,49,0,0,0,0,0,0,2
565,390,51,0,0,0,0,0,0,2
565,395,53,0,0,0,0,0,0,2
565,400,56,0,0,0,0,0,0,2
565,405,59,0,0,0,0,0,0,2
565,410,62,0,0,0,0,0,0,2
565,415,65,0,0,0,0,0,0,2
565,420,69,0,0,0,0,0,0,2
570,300,87,0,0,0,0,0,0,3
570,305,83,0,0,0,0,0,0,3
570,310,79,0,0,0,0,0,0,3
570,315,76,0,0,0,0,0,0,3
570,320,72,0,0,0,0,0,0,3
570,325,69,0,0,0,0,0,0,2
570,330,66,0,0,0,0,0,0,2
570,335,63,0,0,0,0,0,0,2
570,340,60,0,0,0,0,0,0,2
570,345,58,0,0,0,0,0,0,2
570,350,56,0,0,0,0,0,0,2
570,355,54,0,0,0,0,0,0,2
570,360,53,0,0,0,0,0,0,2
570,365,52,0,0,0,0,0,0,2
570,370,52,0,0,0,0,0,0,2
570,375,52,0,0,0,0,0,0,2
570,380,53,0,0,0,0,0,0,2
570,385,54,0,0,0,0,0,0,2
570,390,56,0,0,0,0,0,0,2
570,395,58,0,0,0,0,0,0,2
570,400,60,0,0,0,0,0,0,2
570,405,63,0,0,0,0,0,0,2
570,410,66,0,0,0,0,0,0,2
570,415,69,0,0,0,0,0,0,2
570,420,72,0,0,0,0,0,0,3
575,300,90,0,0,0,0,0,0,3
575,305,86,0,0,0,0,0,0,3
575,310,83,0,0,0,0,0,0,3
575,315,79,0,0,0,0,0,0,3
575,320,76,0,0,0,0,0,0,3
575,325,73,0,0,0,0,0,0,3
575,330,70,0,0,0,0,0,0,2
575,335,67,0,0,0,0,0,0,2
575,340,64,0,0,0,0,0,0,2
575,345,62,0,0,0,0,0,0,2
575,350,60,0,0,0,0,0,0,2
575,355,59,0,0,0,0,0,0,2
575,360,58,0,0,0,0,0,0,2
575,365,57,0,0,0,0,0,0,2
575,370,57,0,0,0,0,0,0,2
575,375,57,0,0,0,0,0,0,2
575,380,58,0,0,0,0,0,0,2
575,385,59,0,0,0,0,0,0,2
575,390,60,0,0,0,0,0,0,2
575,395,62,0,0,0,0,0,0,2
575,400,64,0,0,0,0,0,0,2
575,405,67,0,0,0,0,0,0,2
575,410,70,0,0,0,0,0,0,2
575,415,73,0,0,0,0,0,0,3
575,420,76,0,0,0,0,0,0,3
580,300,94,0,0,0,0,0,0,3
580,305,90,0,0,0,0,0,0,3
580,310,86,0,0,0,0,0,0,3
580,315,83,0,0,0,0,0,0,3
580,320,80,0,0,0,0,0,0,3
580,325,77,0,0,0,0,0,0,3
580,330,74,0,0,0,0,0,0,3
580,335,71,0,0,0,0,0,0,2
580,340,69,0,0,0,0,0,0,2
580,345,67,0,0,0,0,0,0,2
580,350,65,0,0,0,0,0,0,2
580,355,64,0,0,0,0,0,0,2
580,360,63,0,0,0,0,0,0,2
580,365,62,0,0,0,0,0,0,2
580,370,62,0,0,0,0,0,0,2
580,375,62,0,0,0,0,0,0,2
580,380,63,0,0,0,0,0,0,2
580,385,64,0,0,0,0,0,0,2
580,390,65,0,0,0,0,0,0,2
580,395,67,0,0,0,0,0,0,2
580,400,69,0,0,0,0,0,0,2
580,405,71,0,0,0,0,0,0,2
580,410,74,0,0,0,0,0,0,3
580,415,77,0,0,0,0,0,0,3
580,420,80,0,0,0,0,0,0,3
585,300,97,0,0,0,0,0,0,3
585,305,93,0,0,0,0,0,0,3
585,310,90,0,0,0,0,0,0,3
585,315,87,0,0,0,0,0,0,3
585,320,84,0,0,0,0,0,0,3
585,325,81,0,0,0,0,0,0,3
585,330,78,0,0,0,0,0,0,3
585,335,76,0,0,0,0,0,0,3
585,340,73,0,0,0,0,0,0,3
585,345,72,0,0,0,0,0,0,3
585,350,70,0,0,0,0,0,0,2
585,355,69,0,0,0,0,0,0,2
585,360,68,0,0,0,0,0,0,2
585,365,67,0,0,0,0,0,0,2
585,370,67,0,0,0,0,0,0,2
585,375,67,0,0,0,0,0,0,2
585,380,68,0,0,0,0,0,0,2
585,385,69,0,0,0,0,0,0,2
585,390,70,0,0,0,0,0,0,2
585,395,72,0,0,0,0,0,0,3
585,400,73,0,0,0,0,0,0,3
585,405,76,0,0,0,0,0,0,3
585,410,78,0,0,0,0,0,0,3
585,415,81,0,0,0,0,0,0,3
585,420,84,0,0,0,0,0,0,3
590,300,100,0,0,0,0,0,0,4
590,305,97,0,0,0,0,0,0,3
590,310,94,0,0,0,0,0,0,3
590,315,91,0,0,0,0,0,0,3
590,320,88,0,0,0,0,0,0,3
590,325,85,0,0,0,0,0,0,3
590,330,82,0,0,0,0,0,0,3
590,335,80,0,0,0,0,0,0,3
590,340,78,0,0,0,0,0,0,3
590,345,76,0,0,0,0,0,0,3
590,350,75,0,0,0,0,0,0,3
590,355,74,0,0,0,0,0,0,3
590,360,73,0,0,0,0,0,0,3
590,365,72,0,0,0,0,0,0,3
590,370,72,0,0,0,0,0,0,3
590,375,72,0,0,0,0,0,0,3
590,380,73,0,0,0,0,0,0,3
590,385,74,0,0,0,0,0,0,3
590,390,75,0,0,0,0,0,0,3
590,395,76,0,0,0,0,0,0,3
590,400,78,0,0,0,0,0,0,3
590,405,80,0,0,0,0,0,0,3
590,410,82,0,0,0,0,0,0,3
590,415,85,0,0,0,0,0,0,3
590,420,88,0,0,0,0,0,0,3
595,300,104,0,0,0,0,0,0,4
595,305,101,0,0,0,0,0,0,4
595,310,98,0,0,0,0,0,0,3
595,315,95,0,0,0,0,0,0,3
595,320,92,0,0,0,0,0,0,3
595,325,89,0,0,0,0,0,0,3
595,330,87,0,0,0,0,0,0,3
595,335,85,0,0,0,0,0,0,3
595,340,83,0,0,0,0,0,0,3
595,345,81,0,0,0,0,0,0,3
595,350,80,0,0,0,0,0,0,3
595,355,78,0,0,0,0,0,0,3
595,360,78,0,0,0,0,0,0,3
595,365,77,0,0,0,0,0,0,3
595,370,77,0,0,0,0,0,0,3
595,375,77,0,0,0,0,0,0,3
595,380,78,0,0,0,0,0,0,3
595,385,78,0,0,0,0,0,0,3
595,390,80,0,0,0,0,0,0,3
595,395,81,0,0,0,0,0,0,3
595,400,83,0,0,0,0,0,0,3
595,405,85,0,0,0,0,0,0,3
595,410,87,0,0,0,0,0,0,3
595,415,89,0,0,0,0,0,0,3
595,420,92,0,0,0,0,0,0,3
600,300,108,0,0,0,0,0,0,4
600,305,105,0,0,0,0,0,0,4
600,310,102,0,0,0,0,0,0,4
600,315,99,0,0,0,0,0,0,3
600,320,96,0,0,0,0,0,0,3
600,325,94,0,0,0,0,0,0,3
600,330,91,0,0,0,0,0,0,3
600,335,89,0,0,0,0,0,0,3
600,340,87,0,0,0,0,0,0,3
600,345,86,0,0,0,0,0,0,3
600,350,84,0,0,0,0,0,0,3
600,355,83,0,0,0,0,0,0,3
600,360,83,0,0,0,0,0,0,3
600,365,82,0,0,0,0,0,0,3
600,370,82,0,0,0,0,0,0,3
600,375,82,0,0,0,0,0,0,3
600,380,83,0,0,0,0,0,0,3
600,385,83,0,0,0,0,0,0,3
600,390,84,0,0,0,0,0,0,3
600,395,86,0,0,0,0,0,0,3
600,400,87,0,0,0,0,0,0,3
600,405,89,0,0,0,0,0,0,3
600,410,91,0,0,0,0,0,0,3
600,415,94,0,0,0,0,0,0,3
600,420,96,0,0,0,0,0,0,3
