4.800000000000000000e+02,3.000000000000000000e+02,5.660000000000000000e+02
4.800000000000000000e+02,3.150000000000000000e+02,5.740000000000000000e+02
4.800000000000000000e+02,3.300000000000000000e+02,5.820000000000000000e+02
4.800000000000000000e+02,3.450000000000000000e+02,5.910000000000000000e+02
4.800000000000000000e+02,3.600000000000000000e+02,6.000000000000000000e+02
4.800000000000000000e+02,3.750000000000000000e+02,6.090000000000000000e+02
4.800000000000000000e+02,3.900000000000000000e+02,6.180000000000000000e+02
4.800000000000000000e+02,4.050000000000000000e+02,6.280000000000000000e+02
4.800000000000000000e+02,4.200000000000000000e+02,6.380000000000000000e+02
4.900000000000000000e+02,3.000000000000000000e+02,5.750000000000000000e+02
4.900000000000000000e+02,3.150000000000000000e+02,5.830000000000000000e+02
4.900000000000000000e+02,3.300000000000000000e+02,5.910000000000000000e+02
4.900000000000000000e+02,3.450000000000000000e+02,5.990000000000000000e+02
4.900000000000000000e+02,3.600000000000000000e+02,6.080000000000000000e+02
4.900000000000000000e+02,3.750000000000000000e+02,6.170000000000000000e+02
4.900000000000000000e+02,3.900000000000000000e+02,6.260000000000000000e+02
4.900000000000000000e+02,4.050000000000000000e+02,6.360000000000000000e+02
4.900000000000000000e+02,4.200000000000000000e+02,6.450000000000000000e+02
5.000000000000000000e+02,3.000000000000000000e+02,5.830000000000000000e+02
5.000000000000000000e+02,3.150000000000000000e+02,5.910000000000000000e+02
5.000000000000000000e+02,3.300000000000000000e+02,5.990000000000000000e+02
5.000000000000000000e+02,3.450000000000000000e+02,6.070000000000000000e+02
5.000000000000000000e+02,3.600000000000000000e+02,6.160000000000000000e+02
5.000000000000000000e+02,3.750000000000000000e+02,6.250000000000000000e+02
5.000000000000000000e+02,3.900000000000000000e+02,6.340000000000000000e+02
5.000000000000000000e+02,4.050000000000000000e+02,6.430000000000000000e+02
5.000000000000000000e+02,4.200000000000000000e+02,6.530000000000000000e+02
5.100000000000000000e+02,3.000000000000000000e+02,5.920000000000000000e+02
5.100000000000000000e+02,3.150000000000000000e+02,5.990000000000000000e+02
5.100000000000000000e+02,3.300000000000000000e+02,6.070000000000000000e+02
5.100000000000000000e+02,3.450000000000000000e+02,6.160000000000000000e+02
5.100000000000000000e+02,3.600000000000000000e+02,6.240000000000000000e+02
5.100000000000000000e+02,3.750000000000000000e+02,6.330000000000000000e+02
