5.100000000000000000e+02,3.900000000000000000e+02,6.420000000000000000e+02
5.100000000000000000e+02,4.050000000000000000e+02,6.510000000000000000e+02
5.100000000000000000e+02,4.200000000000000000e+02,6.610000000000000000e+02
5.200000000000000000e+02,3.000000000000000000e+02,6.000000000000000000e+02
5.200000000000000000e+02,3.150000000000000000e+02,6.080000000000000000e+02
5.200000000000000000e+02,3.300000000000000000e+02,6.160000000000000000e+02
5.200000000000000000e+02,3.450000000000000000e+02,6.240000000000000000e+02
5.200000000000000000e+02,3.600000000000000000e+02,6.320000000000000000e+02
5.200000000000000000e+02,3.750000000000000000e+02,6.410000000000000000e+02
5.200000000000000000e+02,3.900000000000000000e+02,6.500000000000000000e+02
5.200000000000000000e+02,4.050000000000000000e+02,6.590000000000000000e+02
5.200000000000000000e+02,4.200000000000000000e+02,6.680000000000000000e+02
5.300000000000000000e+02,3.000000000000000000e+02,6.090000000000000000e+02
5.300000000000000000e+02,3.150000000000000000e+02,6.170000000000000000e+02
5.300000000000000000e+02,3.300000000000000000e+02,6.240000000000000000e+02
5.300000000000000000e+02,3.450000000000000000e+02,6.320000000000000000e+02
5.300000000000000000e+02,3.600000000000000000e+02,6.410000000000000000e+02
5.300000000000000000e+02,3.750000000000000000e+02,6.490000000000000000e+02
5.300000000000000000e+02,3.900000000000000000e+02,6.580000000000000000e+02
5.300000000000000000e+02,4.050000000000000000e+02,6.670000000000000000e+02
5.300000000000000000e+02,4.200000000000000000e+02,6.760000000000000000e+02
5.400000000000000000e+02,3.000000000000000000e+02,6.180000000000000000e+02
5.400000000000000000e+02,3.150000000000000000e+02,6.250000000000000000e+02
5.400000000000000000e+02,3.300000000000000000e+02,6.330000000000000000e+02
5.400000000000000000e+02,3.450000000000000000e+02,6.410000000000000000e+02
5.400000000000000000e+02,3.600000000000000000e+02,6.490000000000000000e+02
5.400000000000000000e+02,3.750000000000000000e+02,6.570000000000000000e+02
5.400000000000000000e+02,3.900000000000000000e+02,6.660000000000000000e+02
5.400000000000000000e+02,4.050000000000000000e+02,6.750000000000000000e+02
5.400000000000000000e+02,4.200000000000000000e+02,6.840000000000000000e+02
5.500000000000000000e+02,3.000000000000000000e+02,6.260000000000000000e+02
5.500000000000000000e+02,3.150000000000000000e+02,6.340000000000000000e+02
5.500000000000000000e+02,3.300000000000000000e+02,6.410000000000000000e+02
5.500000000000000000e+02,3.450000000000000000e+02,6.490000000000000000e+02
5.500000000000000000e+02,3.600000000000000000e+02,6.570000000000000000e+02
5.500000000000000000e+02,3.750000000000000000e+02,6.660000000000000000e+02
5.500000000000000000e+02,3.900000000000000000e+02,6.740000000000000000e+02
5.500000000000000000e+02,4.050000000000000000e+02,6.830000000000000000e+02
5.500000000000000000e+02,4.200000000000000000e+02,6.920000000000000000e+02
5.600000000000000000e+02,3.000000000000000000e+02,6.350000000000000000e+02
5.600000000000000000e+02,3.150000000000000000e+02,6.430000000000000000e+02
5.600000000000000000e+02,3.300000000000000000e+02,6.500000000000000000e+02
5.600000000000000000e+02,3.450000000000000000e+02,6.580000000000000000e+02
5.600000000000000000e+02,3.600000000000000000e+02,6.660000000000000000e+02
5.600000000000000000e+02,3.750000000000000000e+02,6.740000000000000000e+02
5.600000000000000000e+02,3.900000000000000000e+02,6.820000000000000000e+02
5.600000000000000000e+02,4.050000000000000000e+02,6.910000000000000000e+02
5.600000000000000000e+02,4.200000000000000000e+02,7.000000000000000000e+02
5.700000000000000000e+02,3.000000000000000000e+02,6.440000000000000000e+02
5.700000000000000000e+02,3.150000000000000000e+02,6.510000000000000000e+02
5.700000000000000000e+02,3.300000000000000000e+02,6.590000000000000000e+02
5.700000000000000000e+02,3.450000000000000000e+02,6.660000000000000000e+02
5.700000000000000000e+02,3.600000000000000000e+02,6.740000000000000000e+02
5.700000000000000000e+02,3.750000000000000000e+02,6.820000000000000000e+02
5.700000000000000000e+02,3.900000000000000000e+02,6.910000000000000000e+02
5.700000000000000000e+02,4.050000000000000000e+02,6.990000000000000000e+02
5.700000000000000000e+02,4.200000000000000000e+02,7.080000000000000000e+02
5.800000000000000000e+02,3.000000000000000000e+02,6.530000000000000000e+02
5.800000000000000000e+02,3.150000000000000000e+02,6.600000000000000000e+02
5.800000000000000000e+02,3.300000000000000000e+02,6.670000000000000000e+02
5.800000000000000000e+02,3.450000000000000000e+02,6.750000000000000000e+02
5.800000000000000000e+02,3.600000000000000000e+02,6.830000000000000000e+02
5.800000000000000000e+02,3.750000000000000000e+02,6.910000000000000000e+02
5.800000000000000000e+02,3.900000000000000000e+02,6.990000000000000000e+02
5.800000000000000000e+02,4.050000000000000000e+02,7.070000000000000000e+02
5.800000000000000000e+02,4.200000000000000000e+02,7.160000000000000000e+02
5.900000000000000000e+02,3.000000000000000000e+02,6.620000000000000000e+02
5.900000000000000000e+02,3.150000000000000000e+02,6.690000000000000000e+02
5.900000000000000000e+02,3.300000000000000000e+02,6.760000000000000000e+02
5.900000000000000000e+02,3.450000000000000000e+02,6.830000000000000000e+02
5.900000000000000000e+02,3.600000000000000000e+02,6.910000000000000000e+02
5.900000000000000000e+02,3.750000000000000000e+02,6.990000000000000000e+02
5.900000000000000000e+02,3.900000000000000000e+02,7.070000000000000000e+02
5.900000000000000000e+02,4.050000000000000000e+02,7.160000000000000000e+02
5.900000000000000000e+02,4.200000000000000000e+02,7.240000000000000000e+02
6.000000000000000000e+02,3.000000000000000000e+02,6.710000000000000000e+02
6.000000000000000000e+02,3.150000000000000000e+02,6.780000000000000000e+02
6.000000000000000000e+02,3.300000000000000000e+02,6.850000000000000000e+02
6.000000000000000000e+02,3.450000000000000000e+02,6.920000000000000000e+02
6.000000000000000000e+02,3.600000000000000000e+02,7.000000000000000000e+02
6.000000000000000000e+02,3.750000000000000000e+02,7.080000000000000000e+02
6.000000000000000000e+02,3.900000000000000000e+02,7.160000000000000000e+02
6.000000000000000000e+02,4.050000000000000000e+02,7.240000000000000000e+02
6.000000000000000000e+02,4.200000000000000000e+02,7.320000000000000000e+02
